# BLASTP 2.7.1+
# Query: 1JLR_A_ca
# Database: nr
# Fields: query id, subject gi, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 500 hits found
1JLR_A_ca	5107475	100.000	235	0	0	1	235	9	243	2.05e-171	480
1JLR_A_ca	237830345	98.723	235	3	0	1	235	10	244	2.09e-169	475
1JLR_A_ca	675127782	97.872	235	5	0	1	235	10	244	3.62e-167	469
1JLR_A_ca	5107696	100.000	224	0	0	12	235	1	224	3.32e-162	456
1JLR_A_ca	1097969	95.745	235	10	0	1	235	10	244	1.91e-160	452
1JLR_A_ca	401411515	88.511	235	27	0	1	235	14	248	7.65e-153	433
1JLR_A_ca	1261480734	71.429	266	45	1	1	235	14	279	1.76e-130	378
1JLR_A_ca	873219085	65.801	231	79	0	4	234	62	292	9.11e-103	310
1JLR_A_ca	357017269	59.130	230	94	0	5	234	14	243	2.09e-100	300
1JLR_A_ca	1134817738	60.748	214	84	0	21	234	6	219	4.91e-95	286
1JLR_A_ca	915006904	58.261	230	87	1	5	234	14	234	8.72e-95	286
1JLR_A_ca	1134820040	60.748	214	84	0	21	234	6	219	1.18e-94	285
1JLR_A_ca	1028555663	61.538	208	80	0	25	232	14	221	1.55e-94	285
1JLR_A_ca	748490496	57.511	233	99	0	3	235	18	250	5.32e-94	285
1JLR_A_ca	1132455941	60.748	214	84	0	21	234	6	219	7.16e-94	283
1JLR_A_ca	1063873332	57.328	232	99	0	1	232	40	271	1.31e-93	284
1JLR_A_ca	909134810	62.201	209	79	0	26	234	16	224	1.69e-93	282
1JLR_A_ca	330801693	63.158	209	77	0	26	234	6	214	2.11e-93	282
1JLR_A_ca	909144664	62.201	209	79	0	26	234	15	223	2.62e-93	282
1JLR_A_ca	1183517838	62.857	210	78	0	25	234	13	222	3.08e-93	281
1JLR_A_ca	1001613616	63.333	210	77	0	25	234	23	232	1.32e-92	280
1JLR_A_ca	582960075	56.652	233	101	0	3	235	17	249	2.12e-92	280
1JLR_A_ca	1160554627	64.706	204	72	0	31	234	8	211	2.18e-92	279
1JLR_A_ca	748500148	57.082	233	98	1	3	235	18	248	3.00e-92	280
1JLR_A_ca	1028521766	60.577	208	82	0	25	232	17	224	3.70e-92	279
1JLR_A_ca	470425319	58.723	235	92	1	5	234	40	274	1.88e-91	279
1JLR_A_ca	470510204	58.723	235	92	1	5	234	39	273	1.90e-91	279
1JLR_A_ca	470242944	60.181	221	75	1	27	234	15	235	2.34e-91	277
1JLR_A_ca	1183377568	61.429	210	81	0	25	234	8	217	3.77e-91	276
1JLR_A_ca	1043299067	61.722	209	80	0	26	234	11	219	8.66e-91	275
1JLR_A_ca	752273760	56.522	230	100	0	3	232	12	241	1.03e-90	276
1JLR_A_ca	1026266436	61.244	209	81	0	26	234	12	220	1.07e-90	275
1JLR_A_ca	914971035	61.058	208	81	0	25	232	22	229	1.31e-90	275
1JLR_A_ca	66827547	60.766	209	82	0	26	234	6	214	1.35e-90	275
1JLR_A_ca	630959998	60.096	208	83	0	25	232	18	225	1.63e-90	275
1JLR_A_ca	552936504	62.802	207	77	0	26	232	7	213	1.77e-90	274
1JLR_A_ca	511000756	61.058	208	81	0	27	234	13	220	2.73e-90	274
1JLR_A_ca	630035106	56.087	230	101	0	3	232	14	243	3.15e-90	275
1JLR_A_ca	1023188076	59.615	208	84	0	25	232	21	228	3.36e-90	274
1JLR_A_ca	758981458	59.615	208	84	0	25	232	22	229	3.59e-90	274
1JLR_A_ca	1013946239	60.870	207	81	0	26	232	3	209	6.07e-90	273
1JLR_A_ca	254565607	59.716	211	85	0	22	232	4	214	8.21e-90	273
1JLR_A_ca	698981552	56.957	230	99	0	3	232	13	242	9.27e-90	273
1JLR_A_ca	116199285	55.217	230	103	0	3	232	12	241	1.47e-89	273
